2000.000000 -0.15883 -0.547487 0.0666651 0.137045 -0.0279883 -0.0338136 0.0107669 0.00784263 -0.00390307 -0.00151283 0.00133853 0.000119667 -0.000426066 0.000106366
2000.100000 -0.152637 -0.549205 0.0644696 0.138167 -0.0272751 -0.0344402 0.0105601 0.00814092 -0.00385401 -0.00164121 0.00133244 0.000170755 -0.000428881 8.75602e-05
2000.200000 -0.146431 -0.550854 0.0622584 0.139255 -0.0265495 -0.0350519 0.0103458 0.00843388 -0.00380105 -0.00176815 0.00132453 0.000221668 -0.000430921 6.86216e-05
2000.300000 -0.140213 -0.552435 0.0600321 0.140307 -0.0258117 -0.0356483 0.0101241 0.00872128 -0.00374424 -0.00189349 0.0013148 0.000272338 -0.000432182 4.95835e-05
2000.400000 -0.133984 -0.553948 0.0577911 0.141324 -0.025062 -0.0362292 0.0098952 0.00900292 -0.00368363 -0.00201712 0.00130328 0.000322694 -0.000432661 3.04799e-05
2000.500000 -0.127744 -0.555392 0.0555361 0.142305 -0.0243009 -0.0367942 0.00965922 0.0092786 -0.00361926 -0.00213892 0.00128996 0.000372667 -0.000432357 1.13449e-05
2000.600000 -0.121494 -0.556767 0.0532675 0.14325 -0.0235285 -0.0373432 0.00941633 0.00954812 -0.00355122 -0.00225874 0.00127488 0.000422188 -0.000431269 -7.78726e-06
2000.700000 -0.115235 -0.558073 0.0509859 0.144159 -0.0227453 -0.0378757 0.00916669 0.00981128 -0.00347955 -0.00237648 0.00125804 0.000471189 -0.000429399 -2.68823e-05
2000.800000 -0.108968 -0.55931 0.0486918 0.145031 -0.0219517 -0.0383917 0.00891047 0.0100679 -0.00340433 -0.00249201 0.00123947 0.000519603 -0.00042675 -4.59059e-05
2000.900000 -0.102692 -0.560477 0.0463858 0.145867 -0.0211478 -0.0388908 0.00864785 0.0103178 -0.00332563 -0.00260521 0.00121918 0.000567361 -0.000423324 -6.48239e-05
2001.000000 -0.0964099 -0.561576 0.0440685 0.146666 -0.0203342 -0.0393728 0.008379 0.0105607 -0.00324353 -0.00271596 0.00119721 0.000614397 -0.00041913 -8.36021e-05
2001.100000 -0.0901211 -0.562605 0.0417404 0.147429 -0.0195112 -0.0398375 0.00810412 0.0107965 -0.0031581 -0.00282415 0.00117359 0.000660647 -0.000414172 -0.000102207
2001.200000 -0.0838268 -0.563565 0.0394021 0.148153 -0.018679 -0.0402846 0.00782339 0.0110251 -0.00306942 -0.00292967 0.00114834 0.000706046 -0.000408459 -0.000120604
2001.300000 -0.0775275 -0.564456 0.0370542 0.148841 -0.0178382 -0.0407139 0.007537 0.0112463 -0.00297759 -0.0030324 0.00112149 0.00075053 -0.000402002 -0.000138761
2001.400000 -0.071224 -0.565277 0.0346971 0.149491 -0.016989 -0.0411252 0.00724515 0.0114598 -0.00288268 -0.00313225 0.00109309 0.000794037 -0.000394811 -0.000156645
2001.500000 -0.0649171 -0.566029 0.0323316 0.150103 -0.0161319 -0.0415184 0.00694804 0.0116655 -0.00278481 -0.0032291 0.00106316 0.000836507 -0.000386898 -0.000174222
2001.600000 -0.0586074 -0.566711 0.0299581 0.150677 -0.0152672 -0.0418932 0.00664589 0.0118634 -0.00268405 -0.00332285 0.00103175 0.00087788 -0.000378278 -0.000191462
2001.700000 -0.0522956 -0.567323 0.0275772 0.151213 -0.0143953 -0.0422494 0.00633889 0.0120532 -0.00258051 -0.00341341 0.000998899 0.000918097 -0.000368966 -0.000208332
2001.800000 -0.0459825 -0.567866 0.0251895 0.151711 -0.0135166 -0.0425868 0.00602726 0.0122348 -0.00247429 -0.00350068 0.000964649 0.000957102 -0.000358977 -0.000224803
2001.900000 -0.0396688 -0.568339 0.0227956 0.152171 -0.0126316 -0.0429054 0.00571122 0.012408 -0.00236549 -0.00358458 0.000929046 0.000994841 -0.000348329 -0.000240843
2002.000000 -0.0333551 -0.568743 0.020396 0.152592 -0.0117405 -0.0432049 0.00539099 0.0125728 -0.00225422 -0.003665 0.000892137 0.00103126 -0.000337041 -0.000256423
2002.100000 -0.0270422 -0.569077 0.0179914 0.152974 -0.0108438 -0.0434851 0.00506678 0.012729 -0.0021406 -0.00374187 0.000853972 0.00106631 -0.000325134 -0.000271516
2002.200000 -0.0207308 -0.569342 0.0155823 0.153317 -0.00994185 -0.043746 0.00473884 0.0128765 -0.00202473 -0.00381511 0.0008146 0.00109993 -0.000312627 -0.000286092
2002.300000 -0.0144216 -0.569536 0.0131693 0.153622 -0.00903513 -0.0439873 0.00440737 0.0130152 -0.00190673 -0.00388464 0.000774076 0.00113209 -0.000299544 -0.000300126
2002.400000 -0.00811523 -0.569662 0.010753 0.153888 -0.00812402 -0.0442091 0.00407263 0.0131449 -0.00178671 -0.00395037 0.000732453 0.00116273 -0.000285907 -0.000313591
2002.500000 -0.00181247 -0.569717 0.008334 0.154115 -0.00720893 -0.0444111 0.00373483 0.0132657 -0.0016648 -0.00401226 0.000689788 0.00119181 -0.000271742 -0.000326463
2002.600000 0.00448601 -0.569704 0.00591286 0.154303 -0.00629026 -0.0445932 0.00339422 0.0133773 -0.00154112 -0.00407022 0.000646137 0.00121929 -0.000257072 -0.000338717
2002.700000 0.0107795 -0.569621 0.00349017 0.154451 -0.00536845 -0.0447554 0.00305104 0.0134797 -0.00141578 -0.00412419 0.000601559 0.00124513 -0.000241926 -0.000350331
2002.800000 0.0170673 -0.569468 0.00106654 0.15456 -0.00444389 -0.0448976 0.00270552 0.0135729 -0.00128892 -0.00417412 0.000556115 0.00126929 -0.000226329 -0.000361283
2002.900000 0.0233488 -0.569246 -0.00135745 0.15463 -0.00351701 -0.0450196 0.00235791 0.0136567 -0.00116065 -0.00421995 0.000509866 0.00129174 -0.000210309 -0.000371552
2003.000000 0.0296232 -0.568955 -0.0037812 0.154661 -0.00258824 -0.0451215 0.00200845 0.013731 -0.00103112 -0.00426164 0.000462875 0.00131245 -0.000193896 -0.00038112
2003.100000 0.0358899 -0.568595 -0.00620412 0.154653 -0.00165799 -0.0452031 0.00165739 0.0137959 -0.000900447 -0.00429913 0.000415206 0.00133138 -0.00017712 -0.000389968
2003.200000 0.0421481 -0.568165 -0.00862561 0.154605 -0.000726682 -0.0452644 0.00130498 0.0138513 -0.000768761 -0.00433239 0.000366923 0.00134851 -0.000160009 -0.00039808
2003.300000 0.0483973 -0.567667 -0.0110451 0.154517 0.000205256 -0.0453053 0.000951452 0.0138971 -0.000636197 -0.00436137 0.000318092 0.0013638 -0.000142596 -0.00040544
2003.400000 0.0546366 -0.567099 -0.0134619 0.15439 0.0011374 -0.0453259 0.000597066 0.0139333 -0.000502886 -0.00438605 0.000268779 0.00137725 -0.000124911 -0.000412034
2003.500000 0.0608655 -0.566463 -0.0158756 0.154224 0.00206933 -0.0453261 0.00024207 0.0139599 -0.000368964 -0.00440639 0.000219052 0.00138882 -0.000106987 -0.00041785
2003.600000 0.0670832 -0.565758 -0.0182854 0.154019 0.00300061 -0.0453059 -0.000113286 0.0139767 -0.000234564 -0.00442237 0.000168979 0.0013985 -8.88564e-05 -0.000422875
2003.700000 0.0732891 -0.564985 -0.0206909 0.153774 0.00393083 -0.0452653 -0.000468753 0.0139839 -9.98222e-05 -0.00443397 0.000118628 0.00140628 -7.05516e-05 -0.0004271
2003.800000 0.0794825 -0.564143 -0.0230913 0.15349 0.00485956 -0.0452043 -0.000824081 0.0139814 3.51266e-05 -0.00444118 6.8067e-05 0.00141214 -5.21061e-05 -0.000430517
2003.900000 0.0856627 -0.563233 -0.0254862 0.153166 0.00578637 -0.0451229 -0.00117902 0.0139692 0.000170146 -0.00444399 1.73666e-05 0.00141607 -3.35533e-05 -0.000433119
2004.000000 0.0918291 -0.562254 -0.0278748 0.152803 0.00671085 -0.0450211 -0.00153331 0.0139473 0.0003051 -0.00444238 -3.34043e-05 0.00141806 -1.49271e-05 -0.000434899
2004.100000 0.0979811 -0.561208 -0.0302567 0.152402 0.00763256 -0.0448991 -0.00188672 0.0139157 0.000439853 -0.00443636 -8.41761e-05 0.00141811 3.73863e-06 -0.000435855
