2000.000000 -0.127533 0.715746 0.0670259 -0.133512 -0.0240324 0.0237044 0.00762633 -0.00378884 -0.00234529 0.000342349 0.000712238 0.0001145 -0.000213177 -0.000108818
2000.100000 -0.12073 0.717712 0.0649462 -0.13484 -0.0235071 0.0243499 0.00751584 -0.00405221 -0.0023301 0.000440642 0.000714454 7.98048e-05 -0.000216463 -9.71417e-05
2000.200000 -0.113911 0.719604 0.0628486 -0.136132 -0.0229697 0.0249828 0.00739905 -0.00431222 -0.00231209 0.000538458 0.000715518 4.49395e-05 -0.000219311 -8.52594e-05
2000.300000 -0.107076 0.721422 0.0607335 -0.137388 -0.0224205 0.0256026 0.00727606 -0.00456866 -0.00229127 0.000635686 0.000715424 9.95667e-06 -0.000221715 -7.31937e-05
2000.400000 -0.100227 0.723165 0.0586017 -0.138607 -0.0218597 0.0262091 0.00714696 -0.00482135 -0.00226767 0.000732217 0.000714174 -2.50909e-05 -0.000223668 -6.09676e-05
2000.500000 -0.0933626 0.724834 0.0564537 -0.139789 -0.0212877 0.026802 0.00701188 -0.00507008 -0.00224132 0.000827943 0.000711768 -6.01504e-05 -0.000225167 -4.86044e-05
2000.600000 -0.0864852 0.726428 0.0542901 -0.140933 -0.0207048 0.0273809 0.00687093 -0.00531466 -0.00221225 0.000922755 0.000708209 -9.51689e-05 -0.000226207 -3.61279e-05
2000.700000 -0.0795952 0.727946 0.0521115 -0.14204 -0.0201111 0.0279457 0.00672422 -0.0055549 -0.00218049 0.00101655 0.000703502 -0.000130094 -0.000226786 -2.35619e-05
2000.800000 -0.0726932 0.729389 0.0499184 -0.143109 -0.0195072 0.028496 0.00657189 -0.0057906 -0.00214608 0.00110921 0.000697654 -0.000164872 -0.000226901 -1.09305e-05
2000.900000 -0.06578 0.730757 0.0477114 -0.14414 -0.0188932 0.0290316 0.00641405 -0.0060216 -0.00210907 0.00120065 0.000690672 -0.000199451 -0.000226551 1.74199e-06
2001.000000 -0.0588565 0.732049 0.0454912 -0.145132 -0.0182695 0.0295522 0.00625084 -0.00624771 -0.00206949 0.00129076 0.000682568 -0.000233779 -0.000225737 1.44311e-05
2001.100000 -0.0519233 0.733265 0.0432584 -0.146086 -0.0176365 0.0300575 0.0060824 -0.00646875 -0.0020274 0.00137943 0.000673352 -0.000267804 -0.000224459 2.71125e-05
2001.200000 -0.0449813 0.734405 0.0410135 -0.147 -0.0169944 0.0305473 0.00590887 -0.00668455 -0.00198285 0.00146657 0.00066304 -0.000301474 -0.000222719 3.97617e-05
